"ref_area.label","source.label","indicator.label","classif1.label","time","obs_value","note_classif.label","note_indicator.label","note_source.label"
"Guadeloupe","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.619,,"Frequency: Monthly",
"Guadeloupe","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.413,,"Frequency: Monthly",
"Gambia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",6.9,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Gambia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",8.32,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Guinea-Bissau","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.094,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Guinea-Bissau","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.551,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Equatorial Guinea","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2006M12",3.808,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Equatorial Guinea","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2006M12",4.434,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Greece","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-2.605,,"Frequency: Monthly",
"Greece","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-1.191,,"Frequency: Monthly",
"Grenada","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2003M12",1.639,,"Frequency: Monthly",
"Grenada","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2003M12",2.352,,"Frequency: Monthly",
"Guatemala","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",2.947,,"Frequency: Monthly",
"Guatemala","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",8.541,,"Frequency: Monthly",
"French Guiana","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.235,,"Frequency: Monthly",
"French Guiana","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.148,,"Frequency: Monthly",
"Guam","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M11",1.813,,"Frequency: Monthly",
"Guam","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M11",6.723,"Nonstandard COICOP classification: Food and beverages","Frequency: Monthly",
"Guyana","CPS - Consumer Price Survey, Urban areas","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2011M12",3.254,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Guyana","CPS - Consumer Price Survey, Urban areas","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2011M12",2.536,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Hong Kong, China","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",4.836,,"Frequency: Monthly",
"Hong Kong, China","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",3.924,,"Frequency: Monthly",
"Honduras","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",5.82,,"Frequency: Monthly",
"Honduras","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",7.645,"Nonstandard COICOP classification: Food","Frequency: Monthly",
"Croatia","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.464,,"Frequency: Monthly",
"Haiti","CPS - Consumer Price Index, Metropolitan Area","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",6.442,,"Frequency: Monthly",
"Haiti","CPS - Consumer Price Index, Metropolitan Area","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",5.695,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly",
"Hungary","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.933,,"Frequency: Monthly",
"Hungary","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.588,,"Frequency: Monthly",
"Indonesia","CPS - Consumer Price Survey, Combined","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",8.36,,"Frequency: Monthly",
"Isle of Man","CPS - General Index of Retail Prices","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",2.175,,"Frequency: Monthly",
"Isle of Man","CPS - General Index of Retail Prices","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.968,,"Frequency: Monthly",
"India","CPS - Consumer Price Survey, Industrial Workers","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",5.858,,"Frequency: Monthly","Population coverage: Industrial workers"
"India","CPS - Consumer Price Survey, Industrial Workers","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",5.725,,"Frequency: Monthly","Population coverage: Industrial workers"
"Ireland","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.296,,"Frequency: Monthly",
"Ireland","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-2.587,,"Frequency: Monthly",
"Iran (Islamic Republic of)","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",16.703,,"Frequency: Monthly",
"Iran (Islamic Republic of)","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",13.773,,"Frequency: Monthly",
"Iraq","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",1.587,,"Frequency: Monthly",
"Iraq","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.848,,"Frequency: Monthly",
"Iceland","CPS - Cost of Living Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.827,,"Frequency: Monthly","Data reference period: Noncalendar year"
"Iceland","CPS - Cost of Living Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.992,,"Frequency: Monthly","Data reference period: Noncalendar year"
"Israel","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.196,,"Frequency: Monthly",
"Israel","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-3.575,,"Frequency: Monthly",
"Italy","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.185,,"Frequency: Monthly",
"Jamaica","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",6.36,,"Frequency: Monthly",
"Jamaica","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",10.065,,"Frequency: Monthly",
"Jersey","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",1.343,,"Frequency: Monthly",
"Jersey","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.483,,"Frequency: Monthly",
"Jordan","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",1.135,,"Frequency: Monthly",
"Jordan","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.943,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly",
"Japan","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",2.379,,"Frequency: Monthly",
"Japan","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",3.168,,"Frequency: Monthly",
"Kazakhstan","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2009M06",7.563,,"Frequency: Monthly",
"Kazakhstan","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2009M06",6.109,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly",
"Kenya","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",6.02,,"Frequency: Monthly",
"Kenya","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",7.71,,"Frequency: Monthly",
"Kyrgyzstan","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2007M04",3.76,,"Frequency: Monthly",
"Kyrgyzstan","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2007M04",1.89,,"Frequency: Monthly",
"Cambodia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",1.1,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Cambodia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",3.1,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Saint Kitts and Nevis","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2000M12",3.118,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Saint Kitts and Nevis","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2000M12",3.119,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Republic of Korea","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.834,,"Frequency: Monthly",
"Republic of Korea","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.986,,"Frequency: Monthly",
"Kosovo","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.47,,"Frequency: Monthly",
"Kosovo","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.9,,"Frequency: Monthly",
"Kuwait","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",3.044,,"Frequency: Monthly",
"Kuwait","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",2.495,"Nonstandard COICOP classification: Food","Frequency: Monthly",
"Lao People's Democratic Republic","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",2.402,,"Frequency: Monthly",
"Lebanon","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.22,,"Frequency: Monthly",
"Lebanon","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",2.414,,"Frequency: Monthly",
"Liberia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","1990M06",12.546,,"Frequency: Monthly","Data reference period: Incomplete year | Geographical coverage: Main city or metropolitan area"
"Liberia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","1990M06",22.035,,"Frequency: Monthly","Data reference period: Incomplete year | Geographical coverage: Main city or metropolitan area"
"Libya","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","1979M12",2.935,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Saint Lucia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",3.669,,"Frequency: Monthly",
"Saint Lucia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",6.328,,"Frequency: Monthly",
"Sri Lanka","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",2.096,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Sri Lanka","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",6.961,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Lesotho","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",3.601,,"Frequency: Monthly",
"Lesotho","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",5.244,,"Frequency: Monthly",
"Lithuania","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.258,,"Frequency: Monthly",
"Lithuania","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.203,,"Frequency: Monthly",
"Luxembourg","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.611,,"Frequency: Monthly",
"Luxembourg","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-1.141,,"Frequency: Monthly",
"Latvia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.167,,"Frequency: Monthly",
"Latvia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.762,,"Frequency: Monthly",
"Macao, China","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",5.6,,"Frequency: Monthly",
"Macao, China","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",5.9,,"Frequency: Monthly",
"Morocco","CPS - Cost of Living Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",1.594,,"Frequency: Monthly",
"Morocco","CPS - Cost of Living Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.575,,"Frequency: Monthly",
"Republic of Moldova","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",4.695,,"Frequency: Monthly",
"Republic of Moldova","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",5.065,,"Frequency: Monthly",
"Madagascar","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",6.039,,"Frequency: Monthly",
"Madagascar","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",4.822,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly",
"Maldives","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",1.179,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Maldives","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.948,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Mexico","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",4.081,,"Frequency: Monthly",
"Mexico","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",6.536,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly",
"Marshall Islands","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2009M02",5.566,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Marshall Islands","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2009M02",19.029,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"North Macedonia","CPS - Cost of Living Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2013M05",3.398,,"Frequency: Monthly",
"North Macedonia","CPS - Cost of Living Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2013M05",4.882,,"Frequency: Monthly",
"Mali","CPS - Consumer Price Survey, Main City","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",1.161,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Mali","CPS - Consumer Price Survey, Main City","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.765,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Malta","CPS - Retail Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.155,,"Frequency: Monthly",
"Malta","CPS - Retail Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.092,,"Frequency: Monthly",
"Myanmar","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2013M09",6.313,,"Frequency: Monthly",
"Montenegro","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2011M10",3.527,,"Frequency: Monthly",
"Montenegro","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2011M10",0.958,,"Frequency: Monthly",
"Mongolia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2011M12",10.239,,"Frequency: Monthly",
"Mongolia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2011M12",8.241,,"Frequency: Monthly",
"Northern Mariana Islands","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2009M11",5.6,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Northern Mariana Islands","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2009M11",6.1,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Mozambique","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",1.927,,"Frequency: Monthly",
"Mauritania","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",4.71,,"Frequency: Monthly",
"Mauritania","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",6.77,,"Frequency: Monthly",
"Montserrat","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","1985M12",3.172,,"Frequency: Monthly",
"Montserrat","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","1985M12",-0.177,,"Frequency: Monthly",
"Martinique","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.692,,"Frequency: Monthly",
"Martinique","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.41,,"Frequency: Monthly",
"Mauritius","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.19,,"Frequency: Monthly",
"Mauritius","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.57,,"Frequency: Monthly",
"Malawi","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",24.111,,"Frequency: Monthly",
"Malawi","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",22.111,,"Frequency: Monthly",
"Malaysia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",2.663,,"Frequency: Monthly",
"Malaysia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",2.377,,"Frequency: Monthly",
"Namibia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",4.634,,"Frequency: Monthly",
"Namibia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",7.034,,"Frequency: Monthly",
"New Caledonia","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.571,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
