"ref_area.label","source.label","indicator.label","classif1.label","time","obs_value","note_classif.label","note_indicator.label","note_source.label"
"New Caledonia","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.08,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Niger","CPS - Consumer Price Index, Africans","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.56,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area | Population coverage: Africans"
"Niger","CPS - Consumer Price Index, Africans","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.406,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area | Population coverage: Africans"
"Norfolk Island","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2011M09",1.998,,"Frequency: Monthly",
"Norfolk Island","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2011M09",2.519,,"Frequency: Monthly",
"Nigeria","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",7.945,,"Frequency: Monthly",
"Nigeria","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",9.138,"Nonstandard COICOP classification: Food","Frequency: Monthly",
"Nicaragua","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",6.429,,"Frequency: Monthly",
"Nicaragua","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",11.728,,"Frequency: Monthly",
"Niue","CPS - Retail Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2010M05",3.96,,"Frequency: Monthly",
"Niue","CPS - Retail Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2010M05",5.64,,"Frequency: Monthly",
"Netherlands","CPS - Price Index Numbers of Final Consumption Expenditure","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.698,,"Frequency: Monthly",
"Netherlands","CPS - Price Index Numbers of Final Consumption Expenditure","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.017,,"Frequency: Monthly",
"Norway","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",2.072,,"Frequency: Monthly",
"Norway","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",2.404,,"Frequency: Monthly",
"Nepal","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",6.883,,"Frequency: Monthly",
"Nepal","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",8.933,,"Frequency: Monthly",
"New Zealand","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.872,,"Frequency: Monthly",
"Oman","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2010M05",4.702,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Oman","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2010M05",3.774,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Pakistan","CPS - Consumer Price Survey, Combined","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",4.298,,"Frequency: Monthly",
"Pakistan","CPS - Consumer Price Survey, Combined","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",3.414,,"Frequency: Monthly",
"Panama","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M10",2.075,,"Frequency: Monthly","Geographical coverage: Urban areas only"
"Panama","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M10",1.877,,"Frequency: Monthly","Geographical coverage: Urban areas only"
"Peru","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",3.23,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Peru","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",4.836,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Philippines","CPS - Consumer Price Survey for All-Income Households in the Philippines","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",2.705,,"Frequency: Monthly",
"Philippines","CPS - Consumer Price Survey for All-Income Households in the Philippines","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",5.533,,"Frequency: Monthly",
"Poland","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-1.814,,"Frequency: Monthly",
"Poland","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-1.797,"Nonstandard COICOP classification: Food and beverages","Frequency: Monthly",
"Puerto Rico","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.07,,"Frequency: Monthly",
"Puerto Rico","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",2.843,"Nonstandard COICOP classification: Food and beverages","Frequency: Monthly",
"Portugal","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.494,"Nonstandard COICOP classification: Excluding rents","Frequency: Monthly",
"Portugal","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.358,,"Frequency: Monthly",
"Paraguay","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",4.214,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Paraguay","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",4.232,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Palestine (State of)","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",1.189,,"Frequency: Monthly",
"Palestine (State of)","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-1.91,,"Frequency: Monthly",
"French Polynesia","CPS - Retail Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.193,,"Frequency: Monthly",
"French Polynesia","CPS - Retail Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.302,,"Frequency: Monthly",
"Qatar","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",2.684,,"Frequency: Monthly",
"Qatar","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.433,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly",
"Réunion","CPS - Consumer Price Index for Middle-Income Urban Households","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.536,,"Frequency: Monthly",
"Romania","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.827,,"Frequency: Monthly",
"Romania","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.411,,"Frequency: Monthly",
"Russian Federation","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2013M12",6.5,,"Frequency: Monthly",
"Rwanda","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.432,,"Frequency: Monthly",
"Rwanda","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-3.191,,"Frequency: Monthly",
"Saudi Arabia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",2.414,,"Frequency: Monthly","Geographical coverage: Urban areas only"
"Saudi Arabia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",2.573,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly","Geographical coverage: Urban areas only"
"Sudan","CPS - Consumer Price Survey, Low Income Group","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2001M12",6.625,,"Frequency: Monthly","Population coverage: Low income group"
"Senegal","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.095,,"Frequency: Monthly",
"Senegal","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",4.291,,"Frequency: Monthly",
"Singapore","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.1,,"Frequency: Monthly",
"Singapore","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",2.7,,"Frequency: Monthly",
"Saint Helena","CPS - Retail Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M11",3.288,,"Frequency: Monthly",
"Saint Helena","CPS - Retail Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M11",2.903,,"Frequency: Monthly",
"Solomon Islands","CPS - Retail Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M07",5.968,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Solomon Islands","CPS - Retail Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M07",6.229,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Sierra Leone","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",7.85,,"Frequency: Monthly",
"Sierra Leone","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",8.112,,"Frequency: Monthly",
"El Salvador","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.477,,"Frequency: Monthly","Geographical coverage: Urban areas only"
"El Salvador","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",3.705,,"Frequency: Monthly","Geographical coverage: Urban areas only"
"San Marino","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.494,,"Frequency: Monthly",
"San Marino","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.571,,"Frequency: Monthly",
"Somalia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","1988M01",35.648,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Somalia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","1988M01",42.119,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Saint Pierre and Miquelon","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2005M12",8.126,,"Frequency: Monthly",
"Saint Pierre and Miquelon","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2005M12",4.682,,"Frequency: Monthly",
"Serbia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2011M12",7.004,,"Frequency: Monthly",
"Serbia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2011M12",6.447,,"Frequency: Monthly",
"Sao Tome and Principe","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",6.426,,"Frequency: Monthly",
"Sao Tome and Principe","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",5.412,"Nonstandard COICOP classification: Food, beverages and tobacco","Frequency: Monthly",
"Suriname","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",3.871,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Suriname","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",8.652,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Slovakia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.122,,"Frequency: Monthly",
"Slovakia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-0.5,,"Frequency: Monthly",
"Slovenia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.156,,"Frequency: Monthly",
"Slovenia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-1.173,,"Frequency: Monthly",
"Sweden","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.314,,"Frequency: Monthly",
"Sweden","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.454,,"Frequency: Monthly",
"Eswatini","CPS - Retail Price Index 'B'","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",6.226,,"Frequency: Monthly",
"Seychelles","CPS - Retail Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.524,,"Frequency: Monthly",
"Seychelles","CPS - Retail Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-3.085,,"Frequency: Monthly",
"Syrian Arab Republic","CPS - Retail Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2013M12",88.303,,"Frequency: Monthly",
"Syrian Arab Republic","CPS - Retail Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2013M12",111.1,"Nonstandard COICOP classification: Food","Frequency: Monthly",
"Chad","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M07",4.658,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Chad","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M07",8.273,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Togo","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",1.867,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Togo","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.465,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Thailand","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.604,,"Frequency: Monthly",
"Thailand","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",3.163,,"Frequency: Monthly",
"Tajikistan","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2002M11",13.949,,"Frequency: Monthly",
"Tonga","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.187,"Nonstandard COICOP classification: Excluding rents","Frequency: Monthly",
"Tonga","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",1.098,,"Frequency: Monthly",
"Trinidad and Tobago","CPS - Index of Retail Prices","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",8.477,,"Frequency: Monthly",
"Trinidad and Tobago","CPS - Index of Retail Prices","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",16.703,,"Frequency: Monthly",
"Tunisia","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",5.003,,"Frequency: Monthly",
"Tunisia","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",4.05,"Nonstandard COICOP classification: Food and beverages","Frequency: Monthly",
"Türkiye","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",8.17,,"Frequency: Monthly",
"Türkiye","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",12.731,,"Frequency: Monthly",
"Taiwan, China","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.622,,"Frequency: Monthly",
"Taiwan, China","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",4.325,,"Frequency: Monthly",
"Uganda","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",1.796,,"Frequency: Monthly",
"Uganda","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-1.923,,"Frequency: Monthly",
"Ukraine","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2013M12",0.527,,"Frequency: Monthly",
"Ukraine","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2013M12",-0.728,,"Frequency: Monthly",
"Uruguay","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",8.378,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Uruguay","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",10.592,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"United States of America","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.756,,"Frequency: Monthly","Geographical coverage: Urban areas only"
"United States of America","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",3.408,,"Frequency: Monthly","Geographical coverage: Urban areas only"
"Saint Vincent and the Grenadines","CPS - Index of Retail Prices","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",0.093,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Saint Vincent and the Grenadines","CPS - Index of Retail Prices","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",0.267,,"Frequency: Monthly","Geographical coverage: Main city or metropolitan area"
"Venezuela (Bolivarian Republic of)","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",68.54,,"Frequency: Monthly",
"Venezuela (Bolivarian Republic of)","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",102.233,,"Frequency: Monthly",
"British Virgin Islands","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2006M02",2.646,,"Frequency: Monthly",
"British Virgin Islands","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2006M02",4.088,,"Frequency: Monthly",
"Viet Nam","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",1.843,,"Frequency: Monthly",
"Viet Nam","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",2.61,,"Frequency: Monthly",
"Samoa","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",5.75,"Nonstandard COICOP classification: Excluding rents","Frequency: Monthly",
"Samoa","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",9.39,,"Frequency: Monthly",
"Yemen","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2013M12",8.152,,"Frequency: Monthly",
"Yemen","CPS - Consumer Price Index","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2013M12",6.212,,"Frequency: Monthly",
"South Africa","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",5.313,,"Frequency: Monthly",
"South Africa","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",7.246,,"Frequency: Monthly",
"Zambia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",7.862,,"Frequency: Monthly",
"Zambia","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",7.452,,"Frequency: Monthly",
"Zimbabwe","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: General - Individual consumption expenditure of households","2014M12",-0.798,,"Frequency: Monthly",
"Zimbabwe","CPS - Consumer Price Survey","National consumer price index (CPI), annual rate of change (%) - discontinued","COICOP2018: 1. Food and non-alcoholic beverages","2014M12",-2.659,,"Frequency: Monthly",
