"ref_area.label","source.label","indicator.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Nigeria","HS - General Household Survey","Mean weekly hours actually worked per employee by sex","Male","2024",41,,,"Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - General Household Survey","Mean weekly hours actually worked per employee by sex","Female","2024",38.86,,,"Repository: ILO-STATISTICS - Micro data processing"
"Nicaragua","LFS - Continous Household Survey","Mean weekly hours actually worked per employee by sex","Total","2012",45.64,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nicaragua","LFS - Continous Household Survey","Mean weekly hours actually worked per employee by sex","Male","2012",46.63,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nicaragua","LFS - Continous Household Survey","Mean weekly hours actually worked per employee by sex","Female","2012",43.99,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Niue","PC - Population Census","Mean weekly hours actually worked per employee by sex","Total","2022",34.34,,,"Repository: ILO-STATISTICS - Micro data processing"
"Niue","PC - Population Census","Mean weekly hours actually worked per employee by sex","Male","2022",34.62,,,"Repository: ILO-STATISTICS - Micro data processing"
"Niue","PC - Population Census","Mean weekly hours actually worked per employee by sex","Female","2022",34.07,,,"Repository: ILO-STATISTICS - Micro data processing"
"Netherlands","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",29.54,,,"Repository: ILO-STATISTICS - Micro data processing"
"Netherlands","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",33,,,"Repository: ILO-STATISTICS - Micro data processing"
"Netherlands","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",25.93,,,"Repository: ILO-STATISTICS - Micro data processing"
"Norway","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",32.45,,,"Repository: ILO-STATISTICS - Micro data processing"
"Norway","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",34.45,,,"Repository: ILO-STATISTICS - Micro data processing"
"Norway","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",30.17,,,"Repository: ILO-STATISTICS - Micro data processing"
"Nepal","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2017",43.62,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nepal","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2017",45.52,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nepal","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2017",38.91,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nauru","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Total","2024",34.89,,,"Repository: ILO-STATISTICS - Micro data processing"
"Nauru","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Male","2024",35.55,,,"Repository: ILO-STATISTICS - Micro data processing"
"Nauru","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Female","2024",34.14,,,"Repository: ILO-STATISTICS - Micro data processing"
"Pakistan","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2025",48.86,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"Pakistan","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2025",50.11,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"Pakistan","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2025",40.77,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"Panama","LFS - Labour Market Survey","Mean weekly hours actually worked per employee by sex","Total","2024",41.45,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: October"
"Panama","LFS - Labour Market Survey","Mean weekly hours actually worked per employee by sex","Male","2024",42.26,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: October"
"Panama","LFS - Labour Market Survey","Mean weekly hours actually worked per employee by sex","Female","2024",40.42,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: October"
"Peru","LFS - Permanent Employment Survey, National","Mean weekly hours actually worked per employee by sex","Total","2025",42.01,,,"Repository: ILO-STATISTICS - Micro data processing"
"Peru","LFS - Permanent Employment Survey, National","Mean weekly hours actually worked per employee by sex","Male","2025",43.82,,,"Repository: ILO-STATISTICS - Micro data processing"
"Peru","LFS - Permanent Employment Survey, National","Mean weekly hours actually worked per employee by sex","Female","2025",39.5,,,"Repository: ILO-STATISTICS - Micro data processing"
"Philippines","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2023",41.67,,,"Repository: ILO-STATISTICS - Micro data processing"
"Philippines","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2023",42.23,,,"Repository: ILO-STATISTICS - Micro data processing"
"Philippines","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2023",40.79,,,"Repository: ILO-STATISTICS - Micro data processing"
"Palau","PC - Population Census","Mean weekly hours actually worked per employee by sex","Total","2020",40.7,,,"Repository: ILO-STATISTICS - Micro data processing"
"Palau","PC - Population Census","Mean weekly hours actually worked per employee by sex","Male","2020",41.08,,,"Repository: ILO-STATISTICS - Micro data processing"
"Palau","PC - Population Census","Mean weekly hours actually worked per employee by sex","Female","2020",40.13,,,"Repository: ILO-STATISTICS - Micro data processing"
"Poland","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",38,,,"Repository: ILO-STATISTICS - Micro data processing"
"Poland","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",38.91,,,"Repository: ILO-STATISTICS - Micro data processing"
"Poland","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",37.01,,,"Repository: ILO-STATISTICS - Micro data processing"
"Puerto Rico","PC - Population Census","Mean weekly hours actually worked per employee by sex","Total","2020",36.03,,,"Repository: ILO-STATISTICS - Micro data processing"
"Puerto Rico","PC - Population Census","Mean weekly hours actually worked per employee by sex","Male","2020",37.15,,,"Repository: ILO-STATISTICS - Micro data processing"
"Puerto Rico","PC - Population Census","Mean weekly hours actually worked per employee by sex","Female","2020",34.91,,,"Repository: ILO-STATISTICS - Micro data processing"
"Portugal","LFS - Employment Survey","Mean weekly hours actually worked per employee by sex","Total","2025",36.79,,,"Repository: ILO-STATISTICS - Micro data processing"
"Portugal","LFS - Employment Survey","Mean weekly hours actually worked per employee by sex","Male","2025",38.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Portugal","LFS - Employment Survey","Mean weekly hours actually worked per employee by sex","Female","2025",35.47,,,"Repository: ILO-STATISTICS - Micro data processing"
"Paraguay","HS - Continuous Permanent Household Survey","Mean weekly hours actually worked per employee by sex","Total","2025",43.19,,,"Repository: ILO-STATISTICS - Micro data processing"
"Paraguay","HS - Continuous Permanent Household Survey","Mean weekly hours actually worked per employee by sex","Male","2025",46.28,,,"Repository: ILO-STATISTICS - Micro data processing"
"Paraguay","HS - Continuous Permanent Household Survey","Mean weekly hours actually worked per employee by sex","Female","2025",38.81,,,"Repository: ILO-STATISTICS - Micro data processing"
"Palestine (State of)","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2025",41.53,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Excluding Gaza Strip"
"Palestine (State of)","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2025",42.81,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Excluding Gaza Strip"
"Palestine (State of)","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2025",36.95,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Excluding Gaza Strip"
"Romania","LFS - Household Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",38.96,,,"Repository: ILO-STATISTICS - Micro data processing"
"Romania","LFS - Household Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",39.17,,,"Repository: ILO-STATISTICS - Micro data processing"
"Romania","LFS - Household Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",38.69,,,"Repository: ILO-STATISTICS - Micro data processing"
"Russian Federation","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2025",39.4,,,"Repository: ILO-STATISTICS - Micro data processing"
"Russian Federation","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2025",39.98,,,"Repository: ILO-STATISTICS - Micro data processing"
"Russian Federation","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2025",38.78,,,"Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",29.61,,,"Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",31.87,,,"Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",26.75,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sudan","LFS - Labor Market Panel Survey","Mean weekly hours actually worked per employee by sex","Total","2022",48.94,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Sudan","LFS - Labor Market Panel Survey","Mean weekly hours actually worked per employee by sex","Male","2022",49.89,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Sudan","LFS - Labor Market Panel Survey","Mean weekly hours actually worked per employee by sex","Female","2022",42.76,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Senegal","LFS - National Employment Survey","Mean weekly hours actually worked per employee by sex","Total","2024",50.86,,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","LFS - National Employment Survey","Mean weekly hours actually worked per employee by sex","Male","2024",53.08,,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","LFS - National Employment Survey","Mean weekly hours actually worked per employee by sex","Female","2024",44.33,,,"Repository: ILO-STATISTICS - Micro data processing"
"Solomon Islands","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Total","2013",42.02,,,"Repository: ILO-STATISTICS - Micro data processing"
"Solomon Islands","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Male","2013",42.61,,,"Repository: ILO-STATISTICS - Micro data processing"
"Solomon Islands","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Female","2013",40.75,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Mean weekly hours actually worked per employee by sex","Total","2018",45.99,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Mean weekly hours actually worked per employee by sex","Male","2018",47.08,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Mean weekly hours actually worked per employee by sex","Female","2018",41.53,,,"Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","HS - Multi-purpose Household Survey","Mean weekly hours actually worked per employee by sex","Total","2024",44.35,,,"Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","HS - Multi-purpose Household Survey","Mean weekly hours actually worked per employee by sex","Male","2024",45.59,,,"Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","HS - Multi-purpose Household Survey","Mean weekly hours actually worked per employee by sex","Female","2024",42.37,,,"Repository: ILO-STATISTICS - Micro data processing"
"Somalia","HIES - Integrated Household Budget Survey","Mean weekly hours actually worked per employee by sex","Total","2022",30.66,,,"Repository: ILO-STATISTICS - Micro data processing"
"Somalia","HIES - Integrated Household Budget Survey","Mean weekly hours actually worked per employee by sex","Male","2022",31.6,,,"Repository: ILO-STATISTICS - Micro data processing"
"Somalia","HIES - Integrated Household Budget Survey","Mean weekly hours actually worked per employee by sex","Female","2022",27.04,,,"Repository: ILO-STATISTICS - Micro data processing"
"Serbia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2025",40.2,,,"Repository: ILO-STATISTICS - Micro data processing"
"Serbia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2025",40.69,,,"Repository: ILO-STATISTICS - Micro data processing"
"Serbia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2025",39.64,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2023",36.85,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2023",37.58,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2023",36.05,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",37.27,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",38.15,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",36.24,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",34.46,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",35.92,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",32.91,,,"Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2023",45.98,,,"Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2023",47.63,,,"Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2023",44.1,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",41.11,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",43.3,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",39.38,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",44.7,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",45.12,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",44.23,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tajikistan","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2016",42.64,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Tajikistan","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2016",45.31,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Tajikistan","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2016",36.69,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Tokelau","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Total","2016",37.77,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tokelau","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Male","2016",37.62,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tokelau","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Female","2016",37.96,,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2021",36.52,,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2021",37.71,,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2021",33.03,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tonga","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2023",36.37,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tonga","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2023",36.79,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tonga","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2023",35.82,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tunisia","HIES - National Survey on Household Budget and Consumption","Mean weekly hours actually worked per employee by sex","Total","2021",43.07,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tunisia","HIES - National Survey on Household Budget and Consumption","Mean weekly hours actually worked per employee by sex","Male","2021",44.17,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tunisia","HIES - National Survey on Household Budget and Consumption","Mean weekly hours actually worked per employee by sex","Female","2021",40.7,,,"Repository: ILO-STATISTICS - Micro data processing"
"Türkiye","LFS - Household Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",43.91,,,"Repository: ILO-STATISTICS - Micro data processing"
"Türkiye","LFS - Household Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",44.61,,,"Repository: ILO-STATISTICS - Micro data processing"
"Türkiye","LFS - Household Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",42.49,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tuvalu","PC - Population Census","Mean weekly hours actually worked per employee by sex","Total","2022",37.03,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tuvalu","PC - Population Census","Mean weekly hours actually worked per employee by sex","Male","2022",37.73,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tuvalu","PC - Population Census","Mean weekly hours actually worked per employee by sex","Female","2022",35.92,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",54.29,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",55.34,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",52.37,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uganda","LFS - National Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2021",50.31,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","LFS - National Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2021",51.05,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","LFS - National Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2021",48.51,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","Mean weekly hours actually worked per employee by sex","Total","2024",37.56,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","Mean weekly hours actually worked per employee by sex","Male","2024",40.72,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","Mean weekly hours actually worked per employee by sex","Female","2024",33.85,,,"Repository: ILO-STATISTICS - Micro data processing"
"United States of America","LFS - Current Population Survey","Mean weekly hours actually worked per employee by sex","Total","2025",37.75,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Repository: Annual estimates for 2025 are 11-month averages that exclude October. Data for October 2025 were not collected due to the federal government shutdown | Age coverage - minimum age: 16 years old"
"United States of America","LFS - Current Population Survey","Mean weekly hours actually worked per employee by sex","Male","2025",39.56,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Repository: Annual estimates for 2025 are 11-month averages that exclude October. Data for October 2025 were not collected due to the federal government shutdown | Age coverage - minimum age: 16 years old"
"United States of America","LFS - Current Population Survey","Mean weekly hours actually worked per employee by sex","Female","2025",35.72,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Repository: Annual estimates for 2025 are 11-month averages that exclude October. Data for October 2025 were not collected due to the federal government shutdown | Age coverage - minimum age: 16 years old"
"Venezuela (Bolivarian Republic of)","LFS - Household Sample Survey","Mean weekly hours actually worked per employee by sex","Total","2017",39.63,,,"Repository: ILO-STATISTICS - Micro data processing"
"Venezuela (Bolivarian Republic of)","LFS - Household Sample Survey","Mean weekly hours actually worked per employee by sex","Male","2017",40.34,,,"Repository: ILO-STATISTICS - Micro data processing"
"Venezuela (Bolivarian Republic of)","LFS - Household Sample Survey","Mean weekly hours actually worked per employee by sex","Female","2017",38.72,,,"Repository: ILO-STATISTICS - Micro data processing"
"Viet Nam","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",45.76,,,"Repository: ILO-STATISTICS - Micro data processing"
"Viet Nam","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",45.99,,,"Repository: ILO-STATISTICS - Micro data processing"
"Viet Nam","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",45.46,,,"Repository: ILO-STATISTICS - Micro data processing"
"Vanuatu","PC - Population and Housing Census","Mean weekly hours actually worked per employee by sex","Total","2020",32.5,,,"Repository: ILO-STATISTICS - Micro data processing"
"Vanuatu","PC - Population and Housing Census","Mean weekly hours actually worked per employee by sex","Male","2020",32.69,,,"Repository: ILO-STATISTICS - Micro data processing"
"Vanuatu","PC - Population and Housing Census","Mean weekly hours actually worked per employee by sex","Female","2020",32.25,,,"Repository: ILO-STATISTICS - Micro data processing"
"Wallis and Futuna","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Total","2019",36.26,,,"Repository: ILO-STATISTICS - Micro data processing"
"Wallis and Futuna","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Male","2019",36.79,,,"Repository: ILO-STATISTICS - Micro data processing"
"Wallis and Futuna","HIES - Household Income and Expenditure Survey","Mean weekly hours actually worked per employee by sex","Female","2019",35.73,,,"Repository: ILO-STATISTICS - Micro data processing"
"Samoa","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2022",45.05,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Samoa","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2022",45.74,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Samoa","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2022",44.02,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Yemen","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2014",41.37,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Yemen","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2014",41.74,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Yemen","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2014",33.22,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"South Africa","LFS - Quarterly Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",42.39,,,"Repository: ILO-STATISTICS - Micro data processing"
"South Africa","LFS - Quarterly Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",44.28,,,"Repository: ILO-STATISTICS - Micro data processing"
"South Africa","LFS - Quarterly Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",40.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Zambia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",45.84,,,"Repository: ILO-STATISTICS - Micro data processing"
"Zambia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",47.36,,,"Repository: ILO-STATISTICS - Micro data processing"
"Zambia","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",42.59,,,"Repository: ILO-STATISTICS - Micro data processing"
"Zimbabwe","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Total","2024",49.04,,,"Repository: ILO-STATISTICS - Micro data processing"
"Zimbabwe","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Male","2024",50.31,,,"Repository: ILO-STATISTICS - Micro data processing"
"Zimbabwe","LFS - Labour Force Survey","Mean weekly hours actually worked per employee by sex","Female","2024",46.88,,,"Repository: ILO-STATISTICS - Micro data processing"
